incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,address,incident_type,subcategory,severity,reportable,carer_id,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome,notification_time_frame
INC0776,P038,9511662391,1962-05-19,2024-11-09,12:28,2024-11-16,Participant's residence - Communal area,"75620 Guerrero Station, Campbelltown, NSW 2560",Verbal Abuse / Argument,Threatening language,Low,False,C8269,Staff member was verbally abused by a participant.,Internal incident report commenced.,Discussion with all participants about respectful communication.,Frustration due to unstructured activity,Valerie Clark,,,False,False,,,7 days
INC0777,P099,1527838445,1994-12-03,2025-03-22,00:34,2025-03-22,Friend's residence,"819 Oneal Corners, Sydney, NSW 2000",Missing Person / Unexplained Absence,No contact during outing,High,True,C7405,Participant failed to return from a planned community outing.,NDIS Commission notified if reportable.,Review of missing person policy and procedures.,Participant distressed by environment,Michael Nelson,,,False,False,,,24 hours
INC0778,P062,2542899423,2006-03-06,2024-12-30,22:47,2024-12-31,Participant's residence - Activity room,"791 White Wall Apt. 034, Penrith, NSW 2750",Medical Incident (Non-Injury),Seizure,Medium,True,C4723,Participant reported chest discomfort during a group walk.,Environment adjusted to ensure participant comfort and safety.,Staff training on recognising and responding to medical emergencies.,Underlying health condition,Renee Green,Minor burns,Medium,False,False,,,5 business days
INC0779,P052,8255878935,1979-12-05,2025-07-28,17:30,2025-07-29,Participant's residence - Dining area,"95830 Bell Lakes Suite 154, Campbelltown, NSW 2560",Self-Harm / Suicide,Cutting,Critical,True,C2923,Participant made verbal threats to end their life.,First aid administered. Guardian and psychologist contacted.,Quality improvement process initiated related to mental health support.,Medication side effects not reviewed,Chad Baker,,,False,False,,,24 hours
INC0780,P001,5505520887,2004-07-24,2025-07-27,13:35,2025-07-28,Healthcare Facility (Hospital/Clinic),"449 Santos Ford, Wollongong, NSW 2500",Self-Harm / Suicide,Ingestion of harmful substances,Critical,True,C3205,Staff found participant in a potentially dangerous situation with intent to self-harm.,Risk assessment of the situation completed urgently.,Safety audit of participant’s environment completed.,Underlying mental health condition,John Wilson,,,False,False,,,24 hours
INC0781,P014,5057888147,1990-07-04,2025-07-26,23:13,2025-07-26,Participant's residence - Activity room,"612 Stephenson Camp Apt. 955, Campbelltown, NSW 2560",Death,Palliative cases,Critical,True,C7487,Death occurred peacefully in their room with family present.,Family and GP notified; room secured pending formal procedures.,Formal NDIS report submitted.,Failure to identify early warning signs,Nicholas Garcia,,,False,False,,,24 hours
INC0782,P098,4734910788,1974-04-09,2024-12-15,22:10,2024-12-15,Supported Independent Living (SIL) Home,"1734 Morse Prairie Suite 745, Chatswood, NSW 2067",Serious Injury,Loss of consciousness,High,True,C3733,Participant fell down stairs and lost consciousness.,Safety of participant ensured and movement restricted if necessary.,Communication with participant and family about the injury and recovery.,Loose mat not secured properly,Daniel Fowler,Concussion,High,False,False,,,24 hours
INC0783,P004,9936291430,1993-11-02,2024-09-05,12:31,2024-09-05,Participant's residence - Bathroom,"0415 Antonio Forges, Wollongong, NSW 2500",Behavioural Incident,Aggression,Medium,True,C2213,Participant caused significant disruption to a planned outing.,Staff involved debriefed and supported.,Formal report to NDIS Commission if reportable.,Underlying medical or psychological factors,Patricia Shelton,Sprains,Medium,False,False,,,5 business days
INC0784,P011,1418362089,1978-12-07,2025-02-22,19:05,2025-02-22,Supported Independent Living (SIL) Home,"012 Hannah Groves, Penrith, NSW 2750",Near Miss,Door not secured,Low,False,C6511,"Fire alarm was activated unintentionally, but no fire occurred.",Staff removed hazard and documented situation.,Communication with staff about vigilance and safety culture.,Sharp object within reach,Tamara Barnes,,,False,False,,,7 days
INC0785,P067,9811945038,1960-09-16,2024-12-08,08:17,2024-12-09,Participant's residence - Kitchen,"27806 Moran Lodge, Blacktown, NSW 2148",Self-Harm / Suicide,Suicide attempts,Critical,True,C2937,Participant attempted to harm themselves using a sharp object.,Safety of participant ensured.,Development of a crisis management plan.,Social isolation,Kathryn Elliott,,,False,False,,,24 hours
INC0786,P001,5505520887,2004-07-24,2025-02-04,18:53,2025-02-05,Office/Administrative Area,"565 Larson Trail, Penrith, NSW 2750",Abuse or Neglect,Sexual,High,True,C3798,Participant seemed withdrawn and distressed after interacting with a specific individual.,Report made to police and safeguarding officer.,Internal investigation initiated and risk management plan updated.,Previous history of conflict between individuals,Crystal Owens,,,False,False,,,24 hours
INC0787,P084,9098440610,1999-06-04,2025-02-17,22:59,2025-02-17,Office/Administrative Area,"3601 Smith Summit Apt. 948, Parramatta, NSW 2150",Verbal Abuse / Argument,Hostile disagreements,Low,False,C7932,Staff member was verbally abused by a participant.,Support offered to any witnesses.,Mediation or facilitated discussions if appropriate.,Underlying behavioural issues,Jeffery Horton,,,False,False,,,7 days
INC0788,P052,8255878935,1979-12-05,2025-08-21,23:43,2025-08-21,Respite Care Facility,"3069 Tanner Brooks Suite 562, Sydney, NSW 2000",Equipment Failure,Bed rail collapse,Medium,True,C5796,Safety harness on equipment failed.,NDIS Commission notified if reportable.,Maintenance schedule for all equipment reviewed and updated.,Wear and tear reported but not addressed,Monica Bean,Minor burns,Medium,False,False,,,5 business days
INC0789,P048,2420994284,1973-09-05,2025-01-23,01:51,2025-01-24,Participant's residence - Activity room,"5617 Julia Mount Suite 331, Campbelltown, NSW 2560",Self-Harm / Suicide,Cutting,High,True,C3429,Participant expressed suicidal thoughts during a support conversation.,Risk assessment of the situation completed urgently.,Increased monitoring and supervision plan implemented.,Lack of access to appropriate support,Brittany Long,Multiple fractures,High,False,False,,,24 hours
INC0790,P028,2163110673,2002-10-18,2024-12-17,08:32,2024-12-17,Participant's residence - Kitchen,"0940 Michael Stream Apt. 888, Chatswood, NSW 2067",Death,Palliative cases,Critical,True,C4476,Medical professional certified death at the residence.,Police contacted as per protocol for unexplained death.,Staff training on emergency response protocols reinforced.,Natural causes,Daniel Johnson,,,False,False,,,24 hours
INC0791,P075,2019210712,1976-01-19,2024-10-07,15:17,2024-10-07,Healthcare Facility (Hospital/Clinic),"67359 Robert Village Apt. 262, Campbelltown, NSW 2560",Death,Hospital-related,Critical,True,C4243,Paramedics confirmed death on arrival after a sudden collapse.,Notification provided to NDIS Commission.,Staff training on emergency response protocols reinforced.,Complications from existing illness,John Allen,,,False,False,,,24 hours
INC0792,P021,8231631272,1964-08-29,2025-01-02,00:13,2025-01-03,Participant's residence - Communal area,"8232 David Point, Newcastle, NSW 2300",Near Miss,Door not secured,Low,False,C1844,Hazardous chemical was left unattended briefly.,Staff removed hazard and documented situation.,Quality improvement process initiated based on near miss data.,Communication errors,Nicole Ellis,Minor cuts,Low,True,True,Monitoring,Full recovery,7 days
INC0793,P055,9185773976,2004-02-26,2024-12-25,14:18,2024-12-26,Participant's residence - Hallway,"9477 Michelle Tunnel Suite 380, Parramatta, NSW 2150",Behavioural Incident,Aggression,Medium,True,C1310,Participant caused significant disruption to a planned outing.,Participant guided to quiet space for recovery.,Policies and procedures on managing challenging behaviour reviewed.,Escalation warning signs missed,Dawn Guzman,,,False,False,,,5 business days
INC0794,P090,8640941618,2004-04-03,2025-08-06,11:32,2025-08-06,Participant's residence - Kitchen,"00947 Villegas Port, Bondi, NSW 2026",Neglect (Expanded),Ignoring medical needs,High,True,C8308,Complaint received that personal hygiene needs were not addressed for two days.,Staff supervisor called to investigate handover logs.,Quality improvement process initiated.,Staff fatigue or oversight,Mrs. Jennifer Cannon,,,False,False,,,24 hours
INC0795,P066,2619533257,1989-07-15,2024-12-20,19:45,2024-12-21,Participant's residence - Kitchen,"12882 Brittany Lakes Suite 753, Newcastle, NSW 2300",Near Miss,Door not secured,Low,False,C3732,Participant nearly tripped on folded mat near bathroom.,Policies and procedures related to the near miss reviewed.,"Review of procedures related to medication management, environmental safety, etc.",Medication tray left unattended,Gabriela Green,Scrapes,Low,False,False,,,7 days
INC0796,P095,6168363312,1994-05-17,2025-07-14,21:19,2025-07-14,Therapy Room,"7824 Huerta Key Apt. 952, Chatswood, NSW 2067",Sexual Misconduct,Sharing sexual images without consent,High,True,C6755,Participant received unwanted sexual comments.,Participant provided with immediate support and reassurance.,Participant's support plan updated for safety and privacy.,Behavioural warning signs missed,Jacob Romero,Multiple fractures,High,False,False,,,24 hours
INC0797,P067,9811945038,1960-09-16,2025-02-11,18:36,2025-02-11,Therapy Room,"91888 Sherman Stream, Chatswood, NSW 2067",Sexual Misconduct,Sharing sexual images without consent,High,True,C5398,Staff member engaged in overly familiar behaviour with a participant.,Staff member removed from shift pending investigation.,Regular follow-up with the participant and family.,Behavioural warning signs missed,James Williams,Deep wounds,High,True,True,Surgery,Ongoing treatment,24 hours
INC0798,P079,4257733438,1969-05-18,2024-12-05,08:37,2024-12-05,Healthcare Facility (Hospital/Clinic),"84346 Evans Ramp, Newcastle, NSW 2300",Near Miss,Almost tripped,Low,False,C5259,Potential choking hazard identified before participant consumed food.,Clinical lead informed and potential error logged.,Formal report to NDIS Commission if reportable (based on potential outcome).,Medication tray left unattended,Douglas Leach,Bruising,Low,True,True,GP Consultation,Ongoing treatment,7 days
INC0799,P055,9185773976,2004-02-26,2024-12-23,08:47,2024-12-24,Therapy Room,"334 Mary Radial Suite 098, Sydney, NSW 2000",Unethical Staff Behaviour,Falsified logs,High,True,C6389,Confidential participant information was shared inappropriately.,Review of access to sensitive information and documentation.,All documentation reviewed by audit team.,Policies not being enforced,Denise Doyle,Deep wounds,High,False,False,,,24 hours
INC0800,P094,7281801478,1994-10-04,2025-02-06,17:14,2025-02-10,Supported Independent Living (SIL) Home,"395 Bernard Cape Apt. 990, Chatswood, NSW 2067",Service Complaint,Delays,Low,False,C9164,Feedback received about inadequate communication from staff.,NDIS Commission notified if reportable.,Formal response provided to the complainant.,Poor scheduling or rostering,William Krause,Bruising,Low,False,False,,,7 days
INC0801,P022,5422617423,1993-11-07,2025-07-10,04:17,2025-07-11,Participant's residence - Activity room,"75926 Gomez Centers, Chatswood, NSW 2067",Environmental Hazard,Electrical hazard,Medium,True,C9063,Follow-up: Chemical spill occurred in the cleaning supply room.,Reassessed: Guardian/family notified if participant safety was compromised.,Continued: Environment hazard checklist reviewed weekly.,Unsecured power cables,David Hamilton,Minor burns,Medium,False,False,,,5 business days
INC0802,P022,5422617423,1993-11-07,2025-07-03,16:10,2025-07-04,Participant's residence - Activity room,"75926 Gomez Centers, Chatswood, NSW 2067",Environmental Hazard,Electrical hazard,Medium,True,C9063,Follow-up: Chemical spill occurred in the cleaning supply room.,Reassessed: Guardian/family notified if participant safety was compromised.,Continued: Environment hazard checklist reviewed weekly.,Unsecured power cables,David Hamilton,Minor burns,Medium,False,False,,,5 business days
INC0803,P070,8210928896,1991-08-24,2025-05-18,23:42,2025-05-18,Healthcare Facility (Hospital/Clinic),"8308 Bethany Plaza Suite 366, Liverpool, NSW 2170",Medical Incident (Non-Injury),Sudden illness onset,Medium,True,C7457,Follow-up: Participant reported chest discomfort during a group walk.,Reassessed: Participant monitored closely for changes in condition.,Continued: Follow-up appointments scheduled with medical professionals.,Inadequate monitoring as per care plan,Karen Bell,Minor burns,Medium,True,False,,,5 business days
INC0804,P070,8210928896,1991-08-24,2025-05-29,22:44,2025-06-02,Healthcare Facility (Hospital/Clinic),"8308 Bethany Plaza Suite 366, Liverpool, NSW 2170",Medical Incident (Non-Injury),Sudden illness onset,Medium,True,C7457,Follow-up: Participant reported chest discomfort during a group walk.,Reassessed: Participant monitored closely for changes in condition.,Continued: Follow-up appointments scheduled with medical professionals.,Inadequate monitoring as per care plan,Karen Bell,Minor burns,Medium,True,False,,,5 business days
INC0805,P056,3190706864,1971-03-02,2024-12-11,13:02,2024-12-13,Participant's residence - Outdoor area,"10086 Ronald Vista, Campbelltown, NSW 2560",Verbal Abuse / Argument,Participant-to-participant or staff,Low,False,C5180,Follow-up: Disagreement escalated to shouting and yelling.,Reassessed: Internal incident report commenced.,Continued: Discussion with all participants about respectful communication.,Environmental stressors,Ryan Wilson,,,False,False,,,7 days
INC0806,P052,8255878935,1979-12-05,2025-09-01,00:21,2025-09-06,Respite Care Facility,"3069 Tanner Brooks Suite 562, Sydney, NSW 2000",Equipment Failure,Bed rail collapse,Medium,True,C5796,Follow-up: Safety harness on equipment failed.,Reassessed: NDIS Commission notified if reportable.,Continued: Maintenance schedule for all equipment reviewed and updated.,Wear and tear reported but not addressed,Monica Bean,Minor burns,Medium,False,False,,,5 business days
INC0807,P009,8828505652,1992-02-26,2025-05-25,01:49,2025-05-29,Participant's residence - Kitchen,"79463 Thompson Corners Suite 555, Sydney, NSW 2000",Restrictive Practices (Unauthorised),Environmental restraint,High,True,C8152,Follow-up: Participant was physically held by multiple staff members unnecessarily.,Reassessed: Review of participant's behaviour support plan initiated urgently.,Continued: Debriefing sessions held with staff involved.,Staff unaware of latest practice guidelines,Kimberly Williams,Fractures,High,True,False,,,24 hours
INC0808,P016,5058285476,1994-08-02,2024-11-20,13:16,2024-11-24,Healthcare Facility (Hospital/Clinic),"3764 Carla Stream, Newcastle, NSW 2300",Self-Harm / Suicide,Ingestion of harmful substances,Critical,True,C4607,Follow-up: Report received of participant hoarding medication.,Reassessed: Participant placed on 1:1 support for the evening. Mental health team alerted.,Continued: Counselling and therapeutic support provided to the participant.,Medication side effects not reviewed,Hunter Fletcher,,,False,False,,,24 hours
INC0809,P036,7336246884,1990-01-18,2025-01-05,14:28,2025-01-05,Respite Care Facility,"417 Miller Ranch Apt. 196, Bondi, NSW 2026",Medical Incident (Non-Injury),Seizure,Medium,True,C6382,Follow-up: Participant experienced difficulty breathing.,Reassessed: Family/guardian notified.,Continued: Medical plan updated; incident discussed with GP.,Inadequate monitoring as per care plan,Alexandra Chambers,,,False,False,,,5 business days
INC0810,P022,5422617423,1993-11-07,2025-04-30,17:59,2025-05-06,Supported Independent Living (SIL) Home,"01763 Petty Crest, Wollongong, NSW 2500",Abuse or Neglect,Physical,High,True,C6618,Follow-up: Witness reported seeing staff handle participant roughly.,Reassessed: All relevant documentation and evidence secured.,"Continued: Support provided to the participant, including counselling.",Lack of proper supervision,Joseph Morgan,Multiple fractures,High,False,False,,,24 hours
INC0811,P031,6869994139,1998-12-01,2025-08-14,19:33,2025-08-20,Participant's residence - Outdoor area,"81858 Danielle Spurs Apt. 968, Blacktown, NSW 2148",Service Complaint,Poor care quality,Low,False,C6783,Follow-up: Complaint received about lack of weekend engagement activities.,Reassessed: Participant offered restorative discussion.,Continued: Communication with the participant and guardian improved.,Lack of understanding of participant's needs,Ryan Tanner,Minor cuts,Low,False,False,,,7 days
INC0812,P031,6869994139,1998-12-01,2025-09-01,23:16,2025-09-07,Participant's residence - Outdoor area,"81858 Danielle Spurs Apt. 968, Blacktown, NSW 2148",Service Complaint,Poor care quality,Low,False,C6783,Follow-up: Complaint received about lack of weekend engagement activities.,Reassessed: Participant offered restorative discussion.,Continued: Communication with the participant and guardian improved.,Lack of understanding of participant's needs,Ryan Tanner,Minor cuts,Low,False,False,,,7 days
INC0813,P077,7956334871,1992-02-21,2024-11-23,14:27,2024-11-25,Therapy Room,"7507 Brown Bridge, Chatswood, NSW 2067",Neglect (Expanded),Lack of supervision,High,True,C9141,Follow-up: Vital signs monitoring was missed as per care plan.,Reassessed: Medical assessment requested.,Continued: All support staff rebriefed on duty-of-care requirements.,Care plan not followed for hygiene support,Connie Taylor,,,False,False,,,24 hours
INC0814,P077,7956334871,1992-02-21,2024-12-02,11:25,2024-12-06,Therapy Room,"7507 Brown Bridge, Chatswood, NSW 2067",Neglect (Expanded),Lack of supervision,High,True,C9141,Follow-up: Vital signs monitoring was missed as per care plan.,Reassessed: Medical assessment requested.,Continued: All support staff rebriefed on duty-of-care requirements.,Care plan not followed for hygiene support,Connie Taylor,,,False,False,,,24 hours
INC0815,P012,6860748371,1993-04-10,2025-08-18,11:15,2025-08-19,Office/Administrative Area,"11517 Williams Ferry Suite 451, Liverpool, NSW 2170",Behavioural Incident,Throwing objects,Medium,True,C1777,Follow-up: Participant caused significant disruption to a planned outing.,Reassessed: Environment made safe by removing potential hazards.,Continued: Review of triggers and antecedents to the behaviour.,Inadequate staffing levels to provide individual support,Tammie Mccullough,,,False,False,,,5 business days
INC0816,P012,6860748371,1993-04-10,2025-08-22,17:52,2025-08-23,Office/Administrative Area,"11517 Williams Ferry Suite 451, Liverpool, NSW 2170",Behavioural Incident,Throwing objects,Medium,True,C1777,Follow-up: Participant caused significant disruption to a planned outing.,Reassessed: Environment made safe by removing potential hazards.,Continued: Review of triggers and antecedents to the behaviour.,Inadequate staffing levels to provide individual support,Tammie Mccullough,,,False,False,,,5 business days
INC0817,P033,3502444656,1989-03-03,2024-10-09,19:51,2024-10-14,Participant's residence - Activity room,"08129 Ryan Valley, Blacktown, NSW 2148",Environmental Hazard,Fire alarm,Medium,True,C2008,Follow-up: Chemical spill occurred in the cleaning supply room.,Reassessed: Emergency services contacted if required.,Continued: Communication with participants about safety procedures.,Inadequate storage solutions,Tracy Oliver,Lacerations,Medium,False,False,,,5 business days
INC0818,P033,3502444656,1989-03-03,2024-10-08,17:43,2024-10-09,Participant's residence - Activity room,"08129 Ryan Valley, Blacktown, NSW 2148",Environmental Hazard,Fire alarm,Medium,True,C2008,Follow-up: Chemical spill occurred in the cleaning supply room.,Reassessed: Emergency services contacted if required.,Continued: Communication with participants about safety procedures.,Inadequate storage solutions,Tracy Oliver,Lacerations,Medium,False,False,,,5 business days
INC0819,P064,5295841861,2007-07-13,2024-10-04,08:57,2024-10-10,Participant's residence - Bedroom,"2029 Charles Plains, Parramatta, NSW 2150",Neglect (Expanded),Unsafe hygiene,High,True,C7797,"Follow-up: Personal care not completed, leading to skin integrity issues.",Reassessed: Medical assessment requested.,Continued: Follow-up with participant's health professionals.,Poor documentation of care provided,Jared Mcdaniel,,,False,False,,,24 hours
INC0820,P064,5295841861,2007-07-13,2024-10-10,06:04,2024-10-16,Participant's residence - Bedroom,"2029 Charles Plains, Parramatta, NSW 2150",Neglect (Expanded),Unsafe hygiene,High,True,C7797,"Follow-up: Personal care not completed, leading to skin integrity issues.",Reassessed: Medical assessment requested.,Continued: Follow-up with participant's health professionals.,Poor documentation of care provided,Jared Mcdaniel,,,False,False,,,24 hours
INC0821,P085,6835789389,1973-03-31,2025-01-18,13:50,2025-01-18,Participant's residence - Kitchen,"18149 Richardson Isle Suite 042, Bondi, NSW 2026",Verbal Abuse / Argument,Participant-to-participant or staff,Low,False,C3870,Follow-up: Staff member was verbally abused by a participant.,Reassessed: Risk assessment of the situation.,Continued: Mediation or facilitated discussions if appropriate.,Noise levels in common area,Christopher Brown,,,False,False,,,7 days
INC0822,P069,6058646992,1971-08-14,2025-06-16,07:51,2025-06-20,Participant's residence - Staff office,"7200 Bautista Valleys Apt. 052, Newcastle, NSW 2300",Environmental Hazard,Electrical hazard,Medium,True,C3201,Follow-up: Chemical spill occurred in the cleaning supply room.,Reassessed: Area secured and hazard signs installed.,Continued: Environmental risk assessment updated.,Unsecured power cables,Brianna Gibson,,,False,False,,,5 business days
INC0823,P081,3199497174,1981-12-17,2025-04-09,07:05,2025-04-09,Supported Independent Living (SIL) Home,"30266 Myers Freeway, Liverpool, NSW 2170",Equipment Failure,Wheelchair breakdown,Medium,True,C5703,"Follow-up: Specialized bed malfunctioned, affecting participant's positioning.",Reassessed: Guardian/family notified if participant safety was compromised.,Continued: Replacement or repair of faulty equipment arranged.,Wear and tear reported but not addressed,Brandon Novak,Lacerations,Medium,False,False,,,5 business days
INC0824,P085,6835789389,1973-03-31,2025-04-30,11:24,2025-04-30,Day Program Center,"0948 Rhonda Square Suite 111, Blacktown, NSW 2148",Infectious Disease Exposure,COVID-19,High,True,C3796,Follow-up: Participant shared utensils with someone who was unwell.,Reassessed: Environment cleaned and sanitised.,Continued: Staff training on recognizing symptoms and using PPE.,Lack of awareness of infection control measures,Jennifer Valenzuela,Severe head injury,High,False,False,,,24 hours
INC0825,P085,6835789389,1973-03-31,2025-04-20,19:26,2025-04-26,Day Program Center,"0948 Rhonda Square Suite 111, Blacktown, NSW 2148",Infectious Disease Exposure,COVID-19,High,True,C3796,Follow-up: Participant shared utensils with someone who was unwell.,Reassessed: Environment cleaned and sanitised.,Continued: Staff training on recognizing symptoms and using PPE.,Lack of awareness of infection control measures,Jennifer Valenzuela,Severe head injury,High,False,False,,,24 hours
INC0826,P011,1418362089,1978-12-07,2025-08-14,07:40,2025-08-16,Participant's residence - Kitchen,"994 Meredith Fords, Bondi, NSW 2026",Self-Harm / Suicide,Cutting,Critical,True,C9223,Follow-up: Incident involving ligature use.,Reassessed: Safety of participant ensured.,Continued: Development of a crisis management plan.,Mental health episode triggered by news,Tina Hodges,,,False,False,,,24 hours
INC0827,P024,5110339253,1990-05-14,2024-10-14,08:10,2024-10-16,Participant's residence - Activity room,"49540 Ruiz Points Suite 573, Bondi, NSW 2026",Near Miss,Medication nearly administered incorrectly,Low,False,C2570,"Follow-up: Fire alarm was activated unintentionally, but no fire occurred.",Reassessed: Immediate steps taken to prevent recurrence.,Continued: Staff training on hazard identification and reporting.,Medication tray left unattended,Amy Jones,,,False,False,,,7 days
INC0828,P024,5110339253,1990-05-14,2024-10-29,18:21,2024-10-29,Participant's residence - Activity room,"49540 Ruiz Points Suite 573, Bondi, NSW 2026",Near Miss,Medication nearly administered incorrectly,Low,False,C2570,"Follow-up: Fire alarm was activated unintentionally, but no fire occurred.",Reassessed: Immediate steps taken to prevent recurrence.,Continued: Staff training on hazard identification and reporting.,Medication tray left unattended,Amy Jones,,,False,False,,,7 days
INC0829,P100,6710138176,1968-03-07,2025-04-04,17:10,2025-04-08,Participant's residence - Activity room,"7833 Sanchez Street Apt. 932, Blacktown, NSW 2148",Financial Misconduct / Error,Unauthorised transactions,Medium,True,C8016,Follow-up: Receipts for purchases did not match the participant's plan.,Reassessed: Risk assessment completed.,Continued: Staff training on financial management procedures and ethics.,Inadequate segregation of duties,Robert Bell,Lacerations,Medium,False,False,,,5 business days
INC0830,P100,6710138176,1968-03-07,2025-04-06,09:16,2025-04-06,Participant's residence - Activity room,"7833 Sanchez Street Apt. 932, Blacktown, NSW 2148",Financial Misconduct / Error,Unauthorised transactions,Medium,True,C8016,Follow-up: Receipts for purchases did not match the participant's plan.,Reassessed: Risk assessment completed.,Continued: Staff training on financial management procedures and ethics.,Inadequate segregation of duties,Robert Bell,Lacerations,Medium,False,False,,,5 business days
INC0831,P019,2637950167,1991-09-03,2025-09-16,03:00,2025-09-23,Office/Administrative Area,"939 Melvin Valley Apt. 990, Parramatta, NSW 2150",Service Complaint,Inaccessible services,Low,False,C5645,Follow-up: Participant felt their concerns were not being listened to.,Reassessed: Participant offered restorative discussion.,Continued: Staff training on person-centred care and communication.,Staff fatigue or low morale,Jimmy Garcia,,,False,False,,,7 days
INC0832,P019,2637950167,1991-09-03,2025-09-03,19:01,2025-09-03,Office/Administrative Area,"939 Melvin Valley Apt. 990, Parramatta, NSW 2150",Service Complaint,Inaccessible services,Low,False,C5645,Follow-up: Participant felt their concerns were not being listened to.,Reassessed: Participant offered restorative discussion.,Continued: Staff training on person-centred care and communication.,Staff fatigue or low morale,Jimmy Garcia,,,False,False,,,7 days
INC0833,P062,2542899423,2006-03-06,2025-04-06,00:12,2025-04-07,Participant's residence - Outdoor area,"143 Garner Overpass Suite 301, Wollongong, NSW 2500",Financial Misconduct / Error,Misuse of funds,Medium,True,C4647,Follow-up: Unexplained withdrawals from participant's bank account.,Reassessed: Staff involved placed on administrative leave pending investigation.,Continued: Formal report submitted to the NDIS Commission.,Inadequate segregation of duties,Angela Kelly,,,False,False,,,5 business days
INC0834,P030,4645819316,2002-05-02,2025-05-17,21:02,2025-05-17,Healthcare Facility (Hospital/Clinic),"443 Henry Oval Apt. 367, Sydney, NSW 2000",Medical Incident (Non-Injury),Sudden illness onset,Medium,True,C5047,Follow-up: Participant had a known medical condition flare-up requiring monitoring.,Reassessed: Ambulance called and allergy triggers removed.,Continued: Environmental factors contributing to the incident addressed.,Sudden onset of symptoms,Michael Scott,,,False,False,,,5 business days
INC0835,P050,2405626335,1985-10-09,2024-09-15,03:10,2024-09-16,Participant's residence - Bedroom,"8440 Monique Course, Sydney, NSW 2000",Death,Hospital-related,Critical,True,C9551,Follow-up: Paramedics confirmed death on arrival after a sudden collapse.,Reassessed: Family and GP notified; room secured pending formal procedures.,Continued: Documentation completed for all external agencies.,Failure to identify early warning signs,Jordan Parrish,Multiple fractures,Critical,True,False,,,24 hours
INC0836,P050,2405626335,1985-10-09,2024-09-29,17:32,2024-09-30,Participant's residence - Bedroom,"8440 Monique Course, Sydney, NSW 2000",Death,Hospital-related,Critical,True,C9551,Follow-up: Paramedics confirmed death on arrival after a sudden collapse.,Reassessed: Family and GP notified; room secured pending formal procedures.,Continued: Documentation completed for all external agencies.,Failure to identify early warning signs,Jordan Parrish,Multiple fractures,Critical,True,False,,,24 hours
INC0837,P043,4543481446,2006-03-26,2025-09-06,08:10,2025-09-06,Participant's residence - Staff office,"16721 Justin Stravenue Apt. 922, Campbelltown, NSW 2560",Equipment Failure,Wheelchair breakdown,Medium,True,C3128,Follow-up: Participant's adaptive equipment broke.,Reassessed: NDIS Commission notified if reportable.,Continued: Communication with equipment suppliers regarding issues.,Failure to identify early signs of malfunction,Thomas Taylor,,,False,False,,,5 business days
INC0838,P043,4543481446,2006-03-26,2025-09-16,09:39,2025-09-20,Participant's residence - Staff office,"16721 Justin Stravenue Apt. 922, Campbelltown, NSW 2560",Equipment Failure,Wheelchair breakdown,Medium,True,C3128,Follow-up: Participant's adaptive equipment broke.,Reassessed: NDIS Commission notified if reportable.,Continued: Communication with equipment suppliers regarding issues.,Failure to identify early signs of malfunction,Thomas Taylor,,,False,False,,,5 business days
INC0839,P074,7686146437,1973-08-26,2024-12-30,23:28,2025-01-02,Participant's residence - Activity room,"83518 Rebecca Alley, Wollongong, NSW 2500",Unethical Staff Behaviour,Deliberate neglect,High,True,C9415,Follow-up: Staff member failed to report a serious incident they witnessed.,Reassessed: Relevant documentation and evidence secured.,Continued: All documentation reviewed by audit team.,Violation of professional boundaries,Terri Aguirre,,,False,False,,,24 hours
INC0840,P048,2420994284,1973-09-05,2025-02-22,09:05,2025-02-24,Participant's residence - Staff office,"21019 Cassandra Centers, Bondi, NSW 2026",Death,Palliative cases,Critical,True,C1053,Follow-up: Death occurred in hospice care as planned.,Reassessed: Police contacted as per protocol for unexplained death.,Continued: Formal NDIS report submitted.,Complications from existing illness,Samantha Myers,Internal bleeding,Critical,False,False,,,24 hours
INC0841,P048,2420994284,1973-09-05,2025-03-04,04:47,2025-03-09,Participant's residence - Staff office,"21019 Cassandra Centers, Bondi, NSW 2026",Death,Palliative cases,Critical,True,C1053,Follow-up: Death occurred in hospice care as planned.,Reassessed: Police contacted as per protocol for unexplained death.,Continued: Formal NDIS report submitted.,Complications from existing illness,Samantha Myers,Internal bleeding,Critical,False,False,,,24 hours
INC0842,P004,9936291430,1993-11-02,2025-01-19,19:32,2025-01-20,Day Program Center,"435 John Drive, Chatswood, NSW 2067",Service Complaint,Staff rudeness,Low,False,C7097,Follow-up: Participant felt their concerns were not being listened to.,Reassessed: Relevant staff members involved in the discussion.,Continued: Staff schedule adjusted for consistency.,Staff fatigue or low morale,Garrett West,,,False,False,,,7 days
INC0843,P004,9936291430,1993-11-02,2025-01-23,19:52,2025-01-27,Day Program Center,"435 John Drive, Chatswood, NSW 2067",Service Complaint,Staff rudeness,Low,False,C7097,Follow-up: Participant felt their concerns were not being listened to.,Reassessed: Relevant staff members involved in the discussion.,Continued: Staff schedule adjusted for consistency.,Staff fatigue or low morale,Garrett West,,,False,False,,,7 days
