incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,incident_type,subcategory,severity,reportable,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome
747,621,716805788,1948-08-31,2025-04-09,00:09,,"947 Bridge Rd, Parramatta NSW 2640",Unethical Staff Behaviour,Falsified logs,Minor,Non-Reportable,An incident of type Unethical Staff Behaviour (Falsified logs) occurred. A Unethical Staff Behaviour incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,19,,,False,False,,
748,216,207920675,2002-12-24,2025-04-09,00:54,,"244 Church St, Manly NSW 2810",Restrictive Practices (Unauthorised),Seclusion,Minor,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Seclusion) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,69,,,False,False,,
749,443,741425197,1967-04-23,2025-04-09,14:13,,Care Home 8,Missing Person / Unexplained Absence,Participant not returning,Minor,Non-Reportable,An incident of type Missing Person / Unexplained Absence (Participant not returning) occurred. A Missing Person / Unexplained Absence incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,101,,,False,False,,
750,364,605828857,1969-06-15,2025-04-09,16:59,,Care Home 24,Sexual Misconduct,Sharing sexual images without consent,Major,Non-Reportable,An incident of type Sexual Misconduct (Sharing sexual images without consent) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,168,,,True,True,Specialist Consultation,Ongoing Care
751,502,427440711,1989-02-11,2025-04-09,18:18,,Care Home 7,Medical Incident (Non-Injury),Overheating,Minor,Non-Reportable,An incident of type Medical Incident (Non-Injury) (Overheating) occurred. A Medical Incident (Non-Injury) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,1,,,False,False,,
752,446,909746260,2014-05-17,2025-04-10,04:55,,Care Home 18,Serious Injury,Loss of consciousness,Major,Non-Reportable,An incident of type Serious Injury (Loss of consciousness) occurred. A Serious Injury incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,7,,,True,True,GP Visit,Recovered
753,290,291751396,1940-07-26,2025-04-10,09:02,,"155 Oxford St, Bondi NSW 2343",Self-Harm / Suicide,Cutting,Minor,Non-Reportable,An incident of type Self-Harm / Suicide (Cutting) occurred. A Self-Harm / Suicide incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,165,,,False,False,,
754,230,676649409,1990-04-25,2025-04-10,14:20,,"951 Railway Pde, Glebe NSW 2039",Abuse or Neglect,Sexual,Major,Non-Reportable,An incident of type Abuse or Neglect (Sexual) occurred. A Abuse or Neglect incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,175,,,True,True,GP Visit,Recovered
755,473,326678159,1995-02-19,2025-04-10,21:48,,Care Home 12,Restrictive Practices (Unauthorised),Chemical restraint,Minor,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Chemical restraint) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,96,,,False,False,,
756,114,630568955,1939-11-25,2025-04-11,03:52,,Care Home 13,Serious Injury,Head injury,Major,Non-Reportable,An incident of type Serious Injury (Head injury) occurred. A Serious Injury incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,121,,,True,True,Hospital Visit,Recovered
757,144,291037427,1970-10-12,2025-04-11,06:45,,Care Home 17,Serious Injury,Burns,Minor,Non-Reportable,An incident of type Serious Injury (Burns) occurred. A Serious Injury incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,42,,,False,False,,
758,183,430879811,1993-01-22,2025-04-11,15:23,,"760 George St, Hornsby NSW 2447",Verbal Abuse / Argument,Participant-to-participant or staff,Major,Non-Reportable,An incident of type Verbal Abuse / Argument (Participant-to-participant or staff) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,59,,,True,True,Specialist Consultation,Recovered
759,470,465841624,1965-06-24,2025-04-12,05:26,,"995 King St, Newtown NSW 2990",Self-Harm / Suicide,Suicide attempts,Minor,Non-Reportable,An incident of type Self-Harm / Suicide (Suicide attempts) occurred. A Self-Harm / Suicide incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,159,,,False,False,,
760,532,608201735,1986-04-25,2025-04-12,15:15,,Care Home 18,Neglect (Expanded),Lack of supervision,Major,Non-Reportable,An incident of type Neglect (Expanded) (Lack of supervision) occurred. A Neglect (Expanded) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,44,,,True,True,Hospital Visit,Ongoing Care
761,313,236655638,1997-06-13,2025-04-12,16:42,,Care Home 13,Neglect (Expanded),Unsafe hygiene,Minor,Non-Reportable,An incident of type Neglect (Expanded) (Unsafe hygiene) occurred. A Neglect (Expanded) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,139,,,False,False,,
762,243,766436334,2013-01-26,2025-04-12,20:50,,Care Home 22,Missing Person / Unexplained Absence,Participant not returning,Major,Non-Reportable,An incident of type Missing Person / Unexplained Absence (Participant not returning) occurred. A Missing Person / Unexplained Absence incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,67,,,True,True,Specialist Consultation,Recovered
763,450,431336024,1961-01-02,2025-04-13,01:00,,Care Home 24,Service Complaint,Inaccessible services,Minor,Non-Reportable,An incident of type Service Complaint (Inaccessible services) occurred. A Service Complaint incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,105,,,False,False,,
764,204,927317675,1977-01-18,2025-04-13,01:17,,Care Home 15,Equipment Failure,Hoist malfunction,Minor,Non-Reportable,An incident of type Equipment Failure (Hoist malfunction) occurred. A Equipment Failure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,25,,,False,False,,
765,360,667621021,1961-03-30,2025-04-13,12:40,,Care Home 23,Neglect (Expanded),Withholding food/water,Minor,Non-Reportable,An incident of type Neglect (Expanded) (Withholding food/water) occurred. A Neglect (Expanded) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,29,,,False,False,,
766,597,970694240,2000-01-08,2025-04-13,13:25,,"300 Victoria Rd, Blacktown NSW 2541",Near Miss,Almost tripped,Major,Non-Reportable,An incident of type Near Miss (Almost tripped) occurred. A Near Miss incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,11,,,True,True,Hospital Visit,Recovered
767,594,562313315,1985-04-17,2025-04-13,16:08,,Care Home 5,Infectious Disease Exposure,Gastroenteritis,Minor,Non-Reportable,An incident of type Infectious Disease Exposure (Gastroenteritis) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,82,,,False,False,,
768,619,740028890,1988-08-15,2025-04-14,02:36,2025-04-15,Care Home 20,Abuse or Neglect,Neglect of care,Critical,Reportable,An incident of type Abuse or Neglect (Neglect of care) occurred. A Abuse or Neglect incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,148,,,True,True,GP Visit,Ongoing Care
769,69,302220886,2000-04-24,2025-04-14,23:42,,Care Home 23,Infectious Disease Exposure,Exposure due to isolation breach,Major,Non-Reportable,An incident of type Infectious Disease Exposure (Exposure due to isolation breach) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,163,,,True,True,Specialist Consultation,Recovered
770,430,889092839,1977-02-25,2025-04-15,04:55,,Care Home 18,Financial Misconduct / Error,Unauthorised transactions,Major,Non-Reportable,An incident of type Financial Misconduct / Error (Unauthorised transactions) occurred. A Financial Misconduct / Error incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,165,,,True,True,First Aid,Recovered
771,213,116313958,1945-02-06,2025-04-15,22:37,,Care Home 20,Verbal Abuse / Argument,Threatening language,Minor,Non-Reportable,An incident of type Verbal Abuse / Argument (Threatening language) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,158,,,False,False,,
772,451,373522811,2011-08-22,2025-04-16,22:06,,Care Home 23,Medical Incident (Non-Injury),Seizure,Minor,Non-Reportable,An incident of type Medical Incident (Non-Injury) (Seizure) occurred. A Medical Incident (Non-Injury) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,165,,,False,False,,
773,3,601725088,1971-07-04,2025-04-16,22:53,,Care Home 23,Equipment Failure,Bed rail collapse,Minor,Non-Reportable,An incident of type Equipment Failure (Bed rail collapse) occurred. A Equipment Failure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,29,,,False,False,,
774,552,130703590,1953-09-07,2025-04-17,02:40,,Care Home 17,Sexual Misconduct,Harassment,Minor,Non-Reportable,An incident of type Sexual Misconduct (Harassment) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,107,,,False,False,,
775,501,586717633,2008-07-25,2025-04-17,11:33,,Care Home 11,Unethical Staff Behaviour,Breach of duty of care,Minor,Non-Reportable,An incident of type Unethical Staff Behaviour (Breach of duty of care) occurred. A Unethical Staff Behaviour incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,102,,,False,False,,
776,198,911970840,1959-04-13,2025-04-18,18:12,,Care Home 13,Restrictive Practices (Unauthorised),Chemical restraint,Minor,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Chemical restraint) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,105,,,False,False,,
777,143,755377889,1974-12-09,2025-04-19,14:10,2025-04-20,Care Home 24,Sexual Misconduct,Harassment,Critical,Reportable,An incident of type Sexual Misconduct (Harassment) occurred. A Sexual Misconduct incident occurred. This occurred in a supervised residential setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,53,,,True,True,First Aid,Fatal
778,279,351049306,1992-03-15,2025-04-20,03:26,,"548 King St, Glebe NSW 2159",Sexual Misconduct,Exhibitionism,Minor,Non-Reportable,An incident of type Sexual Misconduct (Exhibitionism) occurred. A Sexual Misconduct incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,64,,,False,False,,
779,307,536765180,1972-09-11,2025-04-20,21:12,,"284 King St, Burwood NSW 2085",Equipment Failure,Hoist malfunction,Minor,Non-Reportable,An incident of type Equipment Failure (Hoist malfunction) occurred. A Equipment Failure incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,125,,,False,False,,
780,259,034723212,2018-01-15,2025-04-22,11:53,,Care Home 19,Serious Injury,Fractures,Minor,Non-Reportable,An incident of type Serious Injury (Fractures) occurred. A Serious Injury incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,24,,,False,False,,
781,335,938502444,1985-04-26,2025-04-23,21:39,,Care Home 9,Serious Injury,Fractures,Minor,Non-Reportable,An incident of type Serious Injury (Fractures) occurred. A Serious Injury incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,130,,,False,False,,
782,529,058622452,1942-03-23,2025-04-24,07:06,,Care Home 22,Infectious Disease Exposure,Gastroenteritis,Minor,Non-Reportable,An incident of type Infectious Disease Exposure (Gastroenteritis) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,19,,,False,False,,
783,348,770986627,1966-07-30,2025-04-25,16:17,,"864 Bridge Rd, Chatswood NSW 2174",Equipment Failure,Hoist malfunction,Minor,Non-Reportable,An incident of type Equipment Failure (Hoist malfunction) occurred. A Equipment Failure incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,169,,,False,False,,
784,230,676649409,1990-04-25,2025-04-26,23:10,2025-04-27,"950 Victoria Rd, Glebe NSW 2410",Abuse or Neglect,Sexual,Critical,Reportable,An incident of type Abuse or Neglect (Sexual) occurred. A Abuse or Neglect incident occurred. This occurred in a community setting. The matter was escalated promptly and relevant parties were notified.,Safety of the participant was assessed. Emergency services were contacted.,Incident was documented. Relevant authorities were notified as per reporting guidelines.,human factors; environmental factors,104,,,True,True,GP Visit,Recovered
785,421,159615847,2003-10-12,2025-04-28,01:21,,Care Home 20,Neglect (Expanded),Withholding food/water,Minor,Non-Reportable,An incident of type Neglect (Expanded) (Withholding food/water) occurred. A Neglect (Expanded) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,90,,,False,False,,
786,105,243462431,2016-12-25,2025-04-28,22:13,,Care Home 3,Environmental Hazard,Fire alarm,Minor,Non-Reportable,An incident of type Environmental Hazard (Fire alarm) occurred. A Environmental Hazard incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,51,,,False,False,,
787,299,182830694,2013-03-30,2025-04-29,01:42,,Care Home 19,Infectious Disease Exposure,Exposure due to isolation breach,Minor,Non-Reportable,An incident of type Infectious Disease Exposure (Exposure due to isolation breach) occurred. A Infectious Disease Exposure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,4,,,False,False,,
788,600,257720131,1944-01-08,2025-04-29,05:57,,"717 Victoria Rd, Chatswood NSW 2543",Environmental Hazard,Electrical hazard,Major,Non-Reportable,An incident of type Environmental Hazard (Electrical hazard) occurred. A Environmental Hazard incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,124,,,True,True,Specialist Consultation,Recovered
789,547,158435342,2011-03-25,2025-04-29,08:54,,"872 King St, Burwood NSW 2080",Neglect (Expanded),Unsafe hygiene,Minor,Non-Reportable,An incident of type Neglect (Expanded) (Unsafe hygiene) occurred. A Neglect (Expanded) incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,142,,,False,False,,
790,222,878840293,2014-12-30,2025-04-29,11:33,,Care Home 24,Abuse or Neglect,Neglect of care,Minor,Non-Reportable,An incident of type Abuse or Neglect (Neglect of care) occurred. A Abuse or Neglect incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,68,,,False,False,,
791,558,727807786,1992-03-04,2025-04-30,07:36,,Care Home 17,Unethical Staff Behaviour,Falsified logs,Minor,Non-Reportable,An incident of type Unethical Staff Behaviour (Falsified logs) occurred. A Unethical Staff Behaviour incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,139,,,False,False,,
792,220,598951901,1946-07-18,2025-05-01,19:52,,Care Home 20,Environmental Hazard,Electrical hazard,Major,Non-Reportable,An incident of type Environmental Hazard (Electrical hazard) occurred. A Environmental Hazard incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,55,,,True,True,Hospital Visit,Recovered
793,315,045740652,1986-02-05,2025-05-01,23:40,,"355 Pitt St, Parramatta NSW 2572",Serious Injury,Burns,Minor,Non-Reportable,An incident of type Serious Injury (Burns) occurred. A Serious Injury incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,145,,,False,False,,
794,322,058588860,1968-01-05,2025-05-02,01:37,,Care Home 2,Behavioural Incident,Aggression,Major,Non-Reportable,An incident of type Behavioural Incident (Aggression) occurred. A Behavioural Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,104,,,True,True,GP Visit,Recovered
795,7,957263514,2009-10-04,2025-05-02,20:05,,Care Home 16,Verbal Abuse / Argument,Hostile disagreements,Minor,Non-Reportable,An incident of type Verbal Abuse / Argument (Hostile disagreements) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,142,,,False,False,,
796,399,984529094,2014-05-31,2025-05-02,22:07,,Care Home 16,Assault (Unlawful Contact),"Physical assault (hitting, kicking)",Minor,Non-Reportable,"An incident of type Assault (Unlawful Contact) (Physical assault (hitting, kicking)) occurred. A Assault (Unlawful Contact) incident occurred. This occurred in a supervised residential setting.",Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,159,,,False,False,,
797,603,343319677,2007-08-14,2025-05-03,19:39,,Care Home 14,Neglect (Expanded),Unsafe hygiene,Major,Non-Reportable,An incident of type Neglect (Expanded) (Unsafe hygiene) occurred. A Neglect (Expanded) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,146,,,True,True,First Aid,Recovered
798,263,848755505,2018-03-23,2025-05-05,00:11,,"686 Queen St, Hornsby NSW 2974",Sexual Misconduct,Inappropriate touching,Major,Non-Reportable,An incident of type Sexual Misconduct (Inappropriate touching) occurred. A Sexual Misconduct incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,4,,,True,True,GP Visit,Recovered
799,295,376705701,1952-07-28,2025-05-05,05:10,,Care Home 10,Behavioural Incident,Intimidation,Minor,Non-Reportable,An incident of type Behavioural Incident (Intimidation) occurred. A Behavioural Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,106,,,False,False,,
800,396,832025240,1971-10-28,2025-05-05,22:37,,Care Home 8,Verbal Abuse / Argument,Participant-to-participant or staff,Minor,Non-Reportable,An incident of type Verbal Abuse / Argument (Participant-to-participant or staff) occurred. A Verbal Abuse / Argument incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,51,,,False,False,,
801,338,382508999,1961-06-04,2025-05-05,22:54,,"821 Queen St, Burwood NSW 2312",Restrictive Practices (Unauthorised),Environmental restraint,Minor,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Environmental restraint) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,165,,,False,False,,
802,395,428920688,1974-10-28,2025-05-06,04:37,,Care Home 23,Environmental Hazard,Fire alarm,Major,Non-Reportable,An incident of type Environmental Hazard (Fire alarm) occurred. A Environmental Hazard incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,68,,,True,True,Specialist Consultation,Recovered
803,440,550174906,2015-10-29,2025-05-06,08:42,,Care Home 8,Equipment Failure,Bed rail collapse,Major,Non-Reportable,An incident of type Equipment Failure (Bed rail collapse) occurred. A Equipment Failure incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,136,,,True,True,First Aid,Recovered
804,407,921667571,1959-03-29,2025-05-07,00:50,,"503 Bridge Rd, Newtown NSW 2877",Sexual Misconduct,Exhibitionism,Minor,Non-Reportable,An incident of type Sexual Misconduct (Exhibitionism) occurred. A Sexual Misconduct incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,168,,,False,False,,
805,459,624335198,1942-06-01,2025-05-07,03:11,,"382 George St, Chatswood NSW 2080",Unethical Staff Behaviour,Falsified logs,Major,Non-Reportable,An incident of type Unethical Staff Behaviour (Falsified logs) occurred. A Unethical Staff Behaviour incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,52,,,True,True,First Aid,Recovered
806,332,708593327,1997-02-25,2025-05-08,07:08,,Care Home 22,Serious Injury,Fractures,Major,Non-Reportable,An incident of type Serious Injury (Fractures) occurred. A Serious Injury incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,114,,,True,True,GP Visit,Stable
807,222,878840293,2014-12-30,2025-05-09,12:34,,Care Home 24,Restrictive Practices (Unauthorised),Chemical restraint,Minor,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Chemical restraint) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,113,,,False,False,,
808,206,644612063,2003-10-29,2025-05-09,12:56,,"823 Bridge Rd, Parramatta NSW 2347",Financial Misconduct / Error,Billing error,Minor,Non-Reportable,An incident of type Financial Misconduct / Error (Billing error) occurred. A Financial Misconduct / Error incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,68,,,False,False,,
809,463,047611209,2013-11-15,2025-05-09,16:53,,Care Home 2,Medical Incident (Non-Injury),Seizure,Minor,Non-Reportable,An incident of type Medical Incident (Non-Injury) (Seizure) occurred. A Medical Incident (Non-Injury) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,170,,,False,False,,
810,309,557524548,1945-08-12,2025-05-10,00:16,,Care Home 9,Financial Misconduct / Error,Misuse of funds,Major,Non-Reportable,An incident of type Financial Misconduct / Error (Misuse of funds) occurred. A Financial Misconduct / Error incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Support was provided to the participant.,Incident was documented. Incident was escalated internally for review.,human factors; environmental factors,27,,,True,True,Hospital Visit,Recovered
811,305,806318351,1969-01-06,2025-05-10,00:51,,Care Home 17,Near Miss,Almost tripped,Minor,Non-Reportable,An incident of type Near Miss (Almost tripped) occurred. A Near Miss incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,126,,,False,False,,
812,310,606200102,1962-08-16,2025-05-10,09:33,,"571 Railway Pde, Blacktown NSW 2873",Self-Harm / Suicide,Ingestion of harmful substances,Minor,Non-Reportable,An incident of type Self-Harm / Suicide (Ingestion of harmful substances) occurred. A Self-Harm / Suicide incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,39,,,False,False,,
813,229,172488886,1997-08-20,2025-05-10,19:54,,"900 Bridge Rd, Newtown NSW 2349",Behavioural Incident,Biting,Minor,Non-Reportable,An incident of type Behavioural Incident (Biting) occurred. A Behavioural Incident incident occurred. This occurred in a community setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,21,,,False,False,,
814,241,953496355,1987-01-19,2025-05-12,05:56,,Care Home 9,Behavioural Incident,Throwing objects,Minor,Non-Reportable,An incident of type Behavioural Incident (Throwing objects) occurred. A Behavioural Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,5,,,False,False,,
815,400,521110429,1971-09-25,2025-05-14,12:34,,Care Home 21,Restrictive Practices (Unauthorised),Environmental restraint,Minor,Non-Reportable,An incident of type Restrictive Practices (Unauthorised) (Environmental restraint) occurred. A Restrictive Practices (Unauthorised) incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,48,,,False,False,,
816,568,182364787,1981-03-14,2025-05-14,13:07,,Care Home 19,Behavioural Incident,Throwing objects,Minor,Non-Reportable,An incident of type Behavioural Incident (Throwing objects) occurred. A Behavioural Incident incident occurred. This occurred in a supervised residential setting.,Safety of the participant was assessed. Situation was managed by support staff.,Incident was documented. Incident was reviewed by the supervisor.,human factors; environmental factors,101,,,False,False,,
